THE	1,81
AND	0,72361453
ING	0,71619823
ENT	0,417916275
ION	0,414815048
HER	0,356634806
FOR	0,34284148
THA	0,332007611
NTH	0,329530266
INT	0,318797501
ERE	0,310182389
TIO	0,310133599
TER	0,298105984
EST	0,27911808
ERS	0,276002776
ATI	0,262102415
HAT	0,25446663
ATE	0,250073563
ALL	0,245143361
ETH	0,240544606
HES	0,237867899
VER	0,237090316
HIS	0,234636782
OFT	0,220238039
ITH	0,21342132
FTH	0,210956371
STH	0,210662393
OTH	0,207043991
RES	0,206269256
ONT	0,204431808
DTH	0,204167642
ARE	0,204058179
REA	0,203116788
EAR	0,203049252
WAS	0,201718684
SIN	0,201460797
STO	0,199755339
TTH	0,197871015
STA	0,196078762
THI	0,195244148
TIN	0,191846445
TED	0,187726766
ONS	0,187258405
EDT	0,187229061
WIT	0,186866473
SAN	0,184214652
DIN	0,183852274
ORT	0,18382963
CON	0,181704204
RTH	0,177756387
EVE	0,175000822
ECO	0,173492019
ERA	0,171740105
IST	0,170734843
NGT	0,166784622
AST	0,16519647
ILL	0,16283454
COM	0,159262314
ORE	0,157388168
IVE	0,156710733
NCE	0,150036579
ONE	0,150009849
EDI	0,14923404
PRO	0,149202409
ESS	0,149093576
OUT	0,148912283
EIN	0,144389584
ATT	0,144327977
MEN	0,144276316
HEC	0,143548363
ESA	0,142663629
HEN	0,142511166
INA	0,14183086
ERI	0,141236858
ERT	0,139977958
AME	0,136934578
ITI	0,136927785
OME	0,136810572
SON	0,136499786
ART	0,136140654
MAN	0,135802438
EAN	0,135375513
ONA	0,1349301
EOF	0,134384095
TOR	0,134183308
HEA	0,132845713
RAN	0,132823489
RIN	0,131632778
INE	0,131514258
EDA	0,131473545
NTO	0,130408988
AVE	0,130091246
NIN	0,129491151
OVE	0,129137365
OUN	0,127960707
AIN	0,126823105
ANT	0,126573832
STR	0,125978686
ETO	0,12550031
HEM	0,125440011
SOF	0,125314675
PER	0,123425985
NDE	0,123301512
STE	0,123275693
NTE	0,12265802
EAS	0,122391076
DTO	0,121897712
OUR	0,121444525
RED	0,120387111
ROM	0,119069639
TOF	0,118968838
GHT	0,118874572
TOT	0,118049834
ESE	0,117916443
CHA	0,117695697
ICA	0,117169558
HEI	0,117069807
HIN	0,117017865
IDE	0,116661651
NDT	0,116444804
HAN	0,11641658
TAN	0,116411514
LIN	0,115759362
NOT	0,115012734
DER	0,115009582
ECT	0,114033687
TRA	0,113838504
IGH	0,11354658
FRO	0,112751816
EAT	0,112744486
STI	0,112267393
HEP	0,110514476
NDI	0,11050969
INS	0,110447104
SHE	0,109619213
NAL	0,107121956
PLA	0,106672573
ALS	0,105884135
EEN	0,105597301
NTI	0,105459685
YOU	0,104992888
LAN	0,104981309
UND	0,104076895
